Tm,W-L%,Year,Latitude,Longitude,City,States,Champion,League
Duluth Eskimos,0.545,1926,46.7867,-92.1005,Duluth,Minnesota,0,NFL
Buffalo Rangers,0.5,1926,42.8864,-78.8784,Buffalo,New York,0,NFL
Chicago Cardinals,0.455,1926,41.8781,-87.6298,Chicago,Illinois,0,NFL
Providence Steam Roller,0.417,1926,41.824,-71.4128,Providence,Rhode Island,0,NFL
Detroit Panthers,0.4,1926,42.3314,-83.0458,Detroit,Michigan,0,NFL
Hartford Blues,0.3,1926,41.7658,-72.6734,Hartford,Connecticut,0,NFL
Brooklyn Lions,0.273,1926,40.6782,-73.9442,Brooklyn,New York,0,NFL
Milwaukee Badgers,0.222,1926,43.0389,-87.9065,Milwaukee,Wisconsin,0,NFL
Dayton Triangles,0.2,1926,39.7589,-84.1916,Dayton,Ohio,0,NFL
Akron Indians,0.2,1926,41.0814,-81.519,Akron,Ohio,0,NFL
Racine Tornadoes,0.2,1926,42.7261,-87.7829,Racine,Wisconsin,0,NFL
Columbus Tigers,0.143,1926,39.9612,-82.9988,Columbus,Ohio,0,NFL
Canton Bulldogs,0.1,1926,40.7989,-81.3784,Canton,Ohio,0,NFL
Hammond Pros,0,1926,41.5834,-87.5,Hammond,Indiana,0,NFL
Louisville Colonels,0,1926,38.2527,-85.7585,Louisville,Kentucky,0,NFL
New York Giants,0.917,1927,40.7128,-74.006,New York City,New York,1,NFL
Green Bay Packers,0.778,1927,44.5133,-88.0133,Green Bay,Wisconsin,0,NFL
Chicago Bears,0.75,1927,41.8781,-87.6298,Chicago,Illinois,0,NFL
Cleveland Bulldogs,0.667,1927,41.4993,-81.6944,Cleveland,Ohio,0,NFL
Providence Steam Roller,0.615,1927,41.824,-71.4128,Providence,Rhode Island,0,NFL
New York Yankees,0.467,1927,40.7128,-74.006,New York City,New York,0,NFL
Frankford Yellow Jackets,0.4,1927,39.9526,-75.1652,Philadelphia,Pennsylvania,0,NFL
Pottsville Maroons,0.385,1927,40.6856,-76.1955,Pottsville,Pennsylvania,0,NFL
Chicago Cardinals,0.3,1927,41.8781,-87.6298,Chicago,Illinois,0,NFL
Dayton Triangles,0.143,1927,39.7589,-84.1916,Dayton,Ohio,0,NFL
Duluth Eskimos,0.111,1927,46.7867,-92.1005,Duluth,Minnesota,0,NFL
Buffalo Bisons,0,1927,42.8864,-78.8784,Buffalo,New York,0,NFL
Providence Steam Roller,0.889,1928,41.824,-71.4128,Providence,Rhode Island,1,NFL
Frankford Yellow Jackets,0.786,1928,39.9526,-75.1652,Philadelphia,Pennsylvania,0,NFL
Detroit Wolverines,0.778,1928,42.3314,-83.0458,Detroit,Michigan,0,NFL
Green Bay Packers,0.6,1928,44.5133,-88.0133,Green Bay,Wisconsin,0,NFL
Chicago Bears,0.583,1928,41.8781,-87.6298,Chicago,Illinois,0,NFL
New York Giants,0.364,1928,40.7128,-74.006,New York City,New York,0,NFL
New York Yankees,0.333,1928,40.7128,-74.006,New York City,New York,0,NFL
Pottsville Maroons,0.2,1928,40.6856,-76.1955,Pottsville,Pennsylvania,0,NFL
Chicago Cardinals,0.167,1928,41.8781,-87.6298,Chicago,Illinois,0,NFL
Dayton Triangles,0,1928,39.7589,-84.1916,Dayton,Ohio,0,NFL
Green Bay Packers,1,1929,44.5133,-88.0133,Green Bay,Wisconsin,1,NFL
New York Giants,0.929,1929,40.7128,-74.006,New York City,New York,0,NFL
Frankford Yellow Jackets,0.714,1929,39.9526,-75.1652,Philadelphia,Pennsylvania,0,NFL
Chicago Cardinals,0.5,1929,41.8781,-87.6298,Chicago,Illinois,0,NFL
Boston Bulldogs,0.5,1929,42.3601,-71.0589,Boston,Massachusetts,0,NFL
Staten Island Stapletons,0.429,1929,40.5795,-74.1502,Staten Island,New York,0,NFL
Providence Steam Roller,0.4,1929,41.824,-71.4128,Providence,Rhode Island,0,NFL
Orange Tornadoes,0.375,1929,40.7706,-74.2326,Newark,New Jersey,0,NFL
Chicago Bears,0.308,1929,41.8781,-87.6298,Chicago,Illinois,0,NFL
Buffalo Bisons,0.125,1929,42.8864,-78.8784,Buffalo,New York,0,NFL
Minneapolis Red Jackets,0.1,1929,44.9778,-93.265,Minneapolis,Minnesota,0,NFL
Dayton Triangles,0,1929,39.7589,-84.1916,Dayton,Ohio,0,NFL
Green Bay Packers,0.769,1930,44.5133,-88.0133,Green Bay,Wisconsin,1,NFL
New York Giants,0.765,1930,40.7128,-74.006,New York City,New York,0,NFL
Chicago Bears,0.692,1930,41.8781,-87.6298,Chicago,Illinois,0,NFL
Brooklyn Dodgers,0.636,1930,40.6782,-73.9442,Brooklyn,New York,0,NFL
Providence Steam Roller,0.6,1930,41.824,-71.4128,Providence,Rhode Island,0,NFL
Staten Island Stapletons,0.5,1930,40.5795,-74.1502,Staten Island,New York,0,NFL
Chicago Cardinals,0.455,1930,41.8781,-87.6298,Chicago,Illinois,0,NFL
Portsmouth Spartans,0.455,1930,38.7317,-82.9977,Portsmouth,Ohio,0,NFL
Frankford Yellow Jackets,0.235,1930,39.9526,-75.1652,Philadelphia,Pennsylvania,0,NFL
Minneapolis Red Jackets,0.125,1930,44.9778,-93.265,Minneapolis,Minnesota,0,NFL
Newark Tornadoes,0.091,1930,40.7706,-74.2326,Newark,New Jersey,0,NFL
Green Bay Packers,0.857,1931,44.5133,-88.0133,Green Bay,Wisconsin,1,NFL
Portsmouth Spartans,0.786,1931,38.7317,-82.9977,Portsmouth,Ohio,0,NFL
Chicago Bears,0.615,1931,41.8781,-87.6298,Chicago,Illinois,0,NFL
Chicago Cardinals,0.556,1931,41.8781,-87.6298,Chicago,Illinois,0,NFL
New York Giants,0.538,1931,40.7128,-74.006,New York City,New York,0,NFL
Providence Steam Roller,0.5,1931,41.824,-71.4128,Providence,Rhode Island,0,NFL
Staten Island Stapletons,0.4,1931,40.5795,-74.1502,Staten Island,New York,0,NFL
Cleveland Indians,0.2,1931,41.4993,-81.6944,Cleveland,Ohio,0,NFL
Brooklyn Dodgers,0.143,1931,40.6782,-73.9442,Brooklyn,New York,0,NFL
Frankford Yellow Jackets,0.143,1931,39.9526,-75.1652,Philadelphia,Pennsylvania,0,NFL
Chicago Bears,0.875,1932,41.8781,-87.6298,Chicago,Illinois,1,NFL
Green Bay Packers,0.769,1932,44.5133,-88.0133,Green Bay,Wisconsin,0,NFL
Portsmouth Spartans,0.75,1932,38.7317,-82.9977,Portsmouth,Ohio,0,NFL
Boston Braves,0.5,1932,42.3601,-71.0589,Boston,Massachusetts,0,NFL
New York Giants,0.4,1932,40.7128,-74.006,New York City,New York,0,NFL
Brooklyn Dodgers,0.25,1932,40.6782,-73.9442,Brooklyn,New York,0,NFL
Chicago Cardinals,0.25,1932,41.8781,-87.6298,Chicago,Illinois,0,NFL
Staten Island Stapletons,0.222,1932,40.5795,-74.1502,Staten Island,New York,0,NFL
Chicago Bears,0.833,1933,41.8781,-87.6298,Chicago,Illinois,1,NFL
New York Giants,0.786,1933,40.7128,-74.006,New York City,New York,0,NFL
Brooklyn Dodgers,0.556,1933,40.6782,-73.9442,Brooklyn,New York,0,NFL
Portsmouth Spartans,0.545,1933,38.7317,-82.9977,Portsmouth,Ohio,0,NFL
Boston Redskins,0.5,1933,42.3601,-71.0589,Boston,Massachusetts,0,NFL
Green Bay Packers,0.417,1933,44.5133,-88.0133,Green Bay,Wisconsin,0,NFL
Philadelphia Eagles,0.375,1933,39.9526,-75.1652,Philadelphia,Pennsylvania,0,NFL
Pittsburgh Pirates,0.333,1933,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,NFL
Cincinnati Reds,0.333,1933,39.1031,-84.512,Cincinnati,Ohio,0,NFL
Chicago Cardinals,0.1,1933,41.8781,-87.6298,Chicago,Illinois,0,NFL
Chicago Bears,1,1934,41.8781,-87.6298,Chicago,Illinois,0,NFL
Detroit Lions,0.769,1934,42.3314,-83.0458,Detroit,Michigan,0,NFL
New York Giants,0.615,1934,40.7128,-74.006,New York City,New York,1,NFL
Green Bay Packers,0.538,1934,44.5133,-88.0133,Green Bay,Wisconsin,0,NFL
Boston Redskins,0.5,1934,42.3601,-71.0589,Boston,Massachusetts,0,NFL
Chicago Cardinals,0.455,1934,41.8781,-87.6298,Chicago,Illinois,0,NFL
Brooklyn Dodgers,0.364,1934,40.6782,-73.9442,Brooklyn,New York,0,NFL
Philadelphia Eagles,0.364,1934,39.9526,-75.1652,Philadelphia,Pennsylvania,0,NFL
St. Louis Gunners,0.333,1934,38.627,-90.1994,St. Louis,Missouri,0,NFL
Pittsburgh Pirates,0.167,1934,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,NFL
Cincinnati Reds,0,1934,39.1031,-84.512,Cincinnati,Ohio,0,NFL
New York Giants,0.75,1935,40.7128,-74.006,New York City,New York,0,NFL
Detroit Lions,0.7,1935,42.3314,-83.0458,Detroit,Michigan,1,NFL
Green Bay Packers,0.667,1935,44.5133,-88.0133,Green Bay,Wisconsin,0,NFL
Chicago Bears,0.6,1935,41.8781,-87.6298,Chicago,Illinois,0,NFL
Chicago Cardinals,0.6,1935,41.8781,-87.6298,Chicago,Illinois,0,NFL
Brooklyn Dodgers,0.455,1935,40.6782,-73.9442,Brooklyn,New York,0,NFL
Pittsburgh Pirates,0.333,1935,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,NFL
Boston Redskins,0.2,1935,42.3601,-71.0589,Boston,Massachusetts,0,NFL
Philadelphia Eagles,0.182,1935,39.9526,-75.1652,Philadelphia,Pennsylvania,0,NFL
Green Bay Packers,0.909,1936,44.5133,-88.0133,Green Bay,Wisconsin,1,NFL
Chicago Bears,0.75,1936,41.8781,-87.6298,Chicago,Illinois,0,NFL
Detroit Lions,0.667,1936,42.3314,-83.0458,Detroit,Michigan,0,NFL
Boston Redskins,0.583,1936,42.3601,-71.0589,Boston,Massachusetts,0,NFL
Pittsburgh Pirates,0.5,1936,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,NFL
New York Giants,0.455,1936,40.7128,-74.006,New York City,New York,0,NFL
