Tm,W-L%,Year,Latitude,Longitude,City,States,Champion,League
CHC,0.342,1981,41.8781,-87.6298,Chicago,Illinois,0,MLB
TOR,0.333,1981,43.6511,-79.347,Toronto,Canada,0,MLB
STL,0.568,1982,38.627,-90.1994,St. Louis,Missouri,1,MLB
MIL,0.586,1982,43.0389,-87.9065,Milwaukee,Wisconsin,0,MLB
BAL,0.58,1982,39.2904,-76.6122,Baltimore,Maryland,0,MLB
LAA,0.574,1982,34.0549,-118.2426,Los Angeles,California,0,MLB
KCR,0.556,1982,39.0997,-94.5786,Kansas City,Kansas,0,MLB
ATL,0.549,1982,33.7488,-84.3877,Atlanta,Georgia,0,MLB
BOS,0.549,1982,42.3601,-71.0589,Boston,Massachusetts,0,MLB
PHI,0.549,1982,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
LAD,0.543,1982,34.0549,-118.2426,Los Angeles,California,0,MLB
SFG,0.537,1982,37.7749,-122.4194,San Francisco,California,0,MLB
CHW,0.537,1982,41.8781,-87.6298,Chicago,Illinois,0,MLB
MOE,0.531,1982,45.5089,-73.5617,Montreal,Canada,0,MLB
PIT,0.519,1982,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,MLB
DET,0.512,1982,42.3314,-83.0458,Detroit,Michigan,0,MLB
SDP,0.5,1982,32.7157,-117.1611,San Diego,California,0,MLB
NYY,0.488,1982,40.7128,-74.006,New York City,New York,0,MLB
CLE,0.481,1982,41.4993,-81.6944,Cleveland,Ohio,0,MLB
TOR,0.481,1982,43.6511,-79.347,Toronto,Canada,0,MLB
HOU,0.475,1982,29.7604,-95.3698,Houston,Texas,0,MLB
SEA,0.469,1982,47.6062,-122.3321,Seattle,Washington,0,MLB
CHC,0.451,1982,41.8781,-87.6298,Chicago,Illinois,0,MLB
OAK,0.42,1982,37.8044,-122.2712,Oakland,California,0,MLB
NYM,0.401,1982,40.7128,-74.006,New York City,New York,0,MLB
TEX,0.395,1982,41.6528,-83.5379,Toledo,Ohio,0,MLB
CIN,0.377,1982,39.1031,-84.512,Cincinnati,Ohio,0,MLB
MIN,0.37,1982,43.0389,-87.9065,Minneapolis,Minnesota,0,MLB
BAL,0.605,1983,39.2904,-76.6122,Baltimore,Maryland,1,MLB
CHW,0.611,1983,41.8781,-87.6298,Chicago,Illinois,0,MLB
DET,0.568,1983,42.3314,-83.0458,Detroit,Michigan,0,MLB
NYY,0.562,1983,40.7128,-74.006,New York City,New York,0,MLB
LAD,0.562,1983,34.0549,-118.2426,Los Angeles,California,0,MLB
PHI,0.556,1983,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
TOR,0.549,1983,43.6511,-79.347,Toronto,Canada,0,MLB
ATL,0.543,1983,33.7488,-84.3877,Atlanta,Georgia,0,MLB
MIL,0.537,1983,43.0389,-87.9065,Milwaukee,Wisconsin,0,MLB
HOU,0.525,1983,29.7604,-95.3698,Houston,Texas,0,MLB
PIT,0.519,1983,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,MLB
MOE,0.506,1983,45.5089,-73.5617,Montreal,Canada,0,MLB
SDP,0.5,1983,32.7157,-117.1611,San Diego,California,0,MLB
STL,0.488,1983,38.627,-90.1994,St. Louis,Missouri,0,MLB
KCR,0.488,1983,39.0997,-94.5786,Kansas City,Kansas,0,MLB
SFG,0.488,1983,37.7749,-122.4194,San Francisco,California,0,MLB
BOS,0.481,1983,42.3601,-71.0589,Boston,Massachusetts,0,MLB
TEX,0.475,1983,41.6528,-83.5379,Toledo,Ohio,0,MLB
CIN,0.457,1983,39.1031,-84.512,Cincinnati,Ohio,0,MLB
OAK,0.457,1983,37.8044,-122.2712,Oakland,California,0,MLB
CHC,0.438,1983,41.8781,-87.6298,Chicago,Illinois,0,MLB
CLE,0.432,1983,41.4993,-81.6944,Cleveland,Ohio,0,MLB
MIN,0.432,1983,43.0389,-87.9065,Minneapolis,Minnesota,0,MLB
LAA,0.432,1983,34.0549,-118.2426,Los Angeles,California,0,MLB
NYM,0.42,1983,40.7128,-74.006,New York City,New York,0,MLB
SEA,0.37,1983,47.6062,-122.3321,Seattle,Washington,0,MLB
DET,0.642,1984,42.3314,-83.0458,Detroit,Michigan,1,MLB
CHC,0.593,1984,41.8781,-87.6298,Chicago,Illinois,0,MLB
SDP,0.568,1984,32.7157,-117.1611,San Diego,California,0,MLB
NYM,0.556,1984,40.7128,-74.006,New York City,New York,0,MLB
TOR,0.549,1984,43.6511,-79.347,Toronto,Canada,0,MLB
NYY,0.537,1984,40.7128,-74.006,New York City,New York,0,MLB
BOS,0.531,1984,42.3601,-71.0589,Boston,Massachusetts,0,MLB
BAL,0.525,1984,39.2904,-76.6122,Baltimore,Maryland,0,MLB
STL,0.519,1984,38.627,-90.1994,St. Louis,Missouri,0,MLB
KCR,0.519,1984,39.0997,-94.5786,Kansas City,Kansas,0,MLB
LAA,0.5,1984,34.0549,-118.2426,Los Angeles,California,0,MLB
MIN,0.5,1984,43.0389,-87.9065,Minneapolis,Minnesota,0,MLB
PHI,0.5,1984,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
HOU,0.494,1984,29.7604,-95.3698,Houston,Texas,0,MLB
ATL,0.494,1984,33.7488,-84.3877,Atlanta,Georgia,0,MLB
LAD,0.488,1984,34.0549,-118.2426,Los Angeles,California,0,MLB
MOE,0.481,1984,45.5089,-73.5617,Montreal,Canada,0,MLB
OAK,0.475,1984,37.8044,-122.2712,Oakland,California,0,MLB
PIT,0.463,1984,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,MLB
CLE,0.463,1984,41.4993,-81.6944,Cleveland,Ohio,0,MLB
CHW,0.457,1984,41.8781,-87.6298,Chicago,Illinois,0,MLB
SEA,0.457,1984,47.6062,-122.3321,Seattle,Washington,0,MLB
CIN,0.432,1984,39.1031,-84.512,Cincinnati,Ohio,0,MLB
TEX,0.426,1984,41.6528,-83.5379,Toledo,Ohio,0,MLB
MIL,0.414,1984,43.0389,-87.9065,Milwaukee,Wisconsin,0,MLB
SFG,0.407,1984,37.7749,-122.4194,San Francisco,California,0,MLB
KCR,0.562,1985,39.0997,-94.5786,Kansas City,Kansas,1,MLB
STL,0.623,1985,38.627,-90.1994,St. Louis,Missouri,0,MLB
TOR,0.611,1985,43.6511,-79.347,Toronto,Canada,0,MLB
NYM,0.605,1985,40.7128,-74.006,New York City,New York,0,MLB
NYY,0.599,1985,40.7128,-74.006,New York City,New York,0,MLB
LAD,0.586,1985,34.0549,-118.2426,Los Angeles,California,0,MLB
LAA,0.556,1985,34.0549,-118.2426,Los Angeles,California,0,MLB
CIN,0.549,1985,39.1031,-84.512,Cincinnati,Ohio,0,MLB
CHW,0.525,1985,41.8781,-87.6298,Chicago,Illinois,0,MLB
DET,0.519,1985,42.3314,-83.0458,Detroit,Michigan,0,MLB
MOE,0.519,1985,45.5089,-73.5617,Montreal,Canada,0,MLB
BAL,0.512,1985,39.2904,-76.6122,Baltimore,Maryland,0,MLB
SDP,0.512,1985,32.7157,-117.1611,San Diego,California,0,MLB
HOU,0.512,1985,29.7604,-95.3698,Houston,Texas,0,MLB
BOS,0.5,1985,42.3601,-71.0589,Boston,Massachusetts,0,MLB
OAK,0.475,1985,37.8044,-122.2712,Oakland,California,0,MLB
CHC,0.475,1985,41.8781,-87.6298,Chicago,Illinois,0,MLB
MIN,0.475,1985,43.0389,-87.9065,Minneapolis,Minnesota,0,MLB
PHI,0.463,1985,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
SEA,0.457,1985,47.6062,-122.3321,Seattle,Washington,0,MLB
MIL,0.438,1985,43.0389,-87.9065,Milwaukee,Wisconsin,0,MLB
ATL,0.407,1985,33.7488,-84.3877,Atlanta,Georgia,0,MLB
SFG,0.383,1985,37.7749,-122.4194,San Francisco,California,0,MLB
TEX,0.383,1985,41.6528,-83.5379,Toledo,Ohio,0,MLB
CLE,0.37,1985,41.4993,-81.6944,Cleveland,Ohio,0,MLB
PIT,0.352,1985,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,MLB
NYM,0.667,1986,40.7128,-74.006,New York City,New York,1,MLB
HOU,0.593,1986,29.7604,-95.3698,Houston,Texas,0,MLB
BOS,0.586,1986,42.3601,-71.0589,Boston,Massachusetts,0,MLB
LAA,0.568,1986,34.0549,-118.2426,Los Angeles,California,0,MLB
NYY,0.556,1986,40.7128,-74.006,New York City,New York,0,MLB
TEX,0.537,1986,41.6528,-83.5379,Toledo,Ohio,0,MLB
DET,0.537,1986,42.3314,-83.0458,Detroit,Michigan,0,MLB
PHI,0.531,1986,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
TOR,0.531,1986,43.6511,-79.347,Toronto,Canada,0,MLB
CIN,0.531,1986,39.1031,-84.512,Cincinnati,Ohio,0,MLB
CLE,0.519,1986,41.4993,-81.6944,Cleveland,Ohio,0,MLB
SFG,0.512,1986,37.7749,-122.4194,San Francisco,California,0,MLB
STL,0.488,1986,38.627,-90.1994,St. Louis,Missouri,0,MLB
MOE,0.481,1986,45.5089,-73.5617,Montreal,Canada,0,MLB
MIL,0.475,1986,43.0389,-87.9065,Milwaukee,Wisconsin,0,MLB
KCR,0.469,1986,39.0997,-94.5786,Kansas City,Kansas,0,MLB
OAK,0.469,1986,37.8044,-122.2712,Oakland,California,0,MLB
SDP,0.457,1986,32.7157,-117.1611,San Diego,California,0,MLB
LAD,0.451,1986,34.0549,-118.2426,Los Angeles,California,0,MLB
BAL,0.451,1986,39.2904,-76.6122,Baltimore,Maryland,0,MLB
ATL,0.444,1986,33.7488,-84.3877,Atlanta,Georgia,0,MLB
CHW,0.444,1986,41.8781,-87.6298,Chicago,Illinois,0,MLB
MIN,0.438,1986,43.0389,-87.9065,Minneapolis,Minnesota,0,MLB
CHC,0.432,1986,41.8781,-87.6298,Chicago,Illinois,0,MLB
SEA,0.414,1986,47.6062,-122.3321,Seattle,Washington,0,MLB
PIT,0.395,1986,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,MLB
MIN,0.525,1987,43.0389,-87.9065,Minneapolis,Minnesota,1,MLB
DET,0.605,1987,42.3314,-83.0458,Detroit,Michigan,0,MLB
TOR,0.593,1987,43.6511,-79.347,Toronto,Canada,0,MLB
STL,0.586,1987,38.627,-90.1994,St. Louis,Missouri,0,MLB
NYM,0.568,1987,40.7128,-74.006,New York City,New York,0,MLB
MOE,0.562,1987,45.5089,-73.5617,Montreal,Canada,0,MLB
MIL,0.562,1987,43.0389,-87.9065,Milwaukee,Wisconsin,0,MLB
SFG,0.556,1987,37.7749,-122.4194,San Francisco,California,0,MLB
NYY,0.549,1987,40.7128,-74.006,New York City,New York,0,MLB
CIN,0.519,1987,39.1031,-84.512,Cincinnati,Ohio,0,MLB
KCR,0.512,1987,39.0997,-94.5786,Kansas City,Kansas,0,MLB
OAK,0.5,1987,37.8044,-122.2712,Oakland,California,0,MLB
PHI,0.494,1987,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
PIT,0.494,1987,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,MLB
SEA,0.481,1987,47.6062,-122.3321,Seattle,Washington,0,MLB
BOS,0.481,1987,42.3601,-71.0589,Boston,Massachusetts,0,MLB
CHW,0.475,1987,41.8781,-87.6298,Chicago,Illinois,0,MLB
CHC,0.469,1987,41.8781,-87.6298,Chicago,Illinois,0,MLB
HOU,0.469,1987,29.7604,-95.3698,Houston,Texas,0,MLB
TEX,0.463,1987,41.6528,-83.5379,Toledo,Ohio,0,MLB
LAA,0.463,1987,34.0549,-118.2426,Los Angeles,California,0,MLB
LAD,0.451,1987,34.0549,-118.2426,Los Angeles,California,0,MLB
ATL,0.426,1987,33.7488,-84.3877,Atlanta,Georgia,0,MLB
BAL,0.414,1987,39.2904,-76.6122,Baltimore,Maryland,0,MLB
SDP,0.401,1987,32.7157,-117.1611,San Diego,California,0,MLB
CLE,0.377,1987,41.4993,-81.6944,Cleveland,Ohio,0,MLB
LAD,0.58,1988,34.0549,-118.2426,Los Angeles,California,1,MLB
OAK,0.642,1988,37.8044,-122.2712,Oakland,California,0,MLB
NYM,0.617,1988,40.7128,-74.006,New York City,New York,0,MLB
MIN,0.562,1988,43.0389,-87.9065,Minneapolis,Minnesota,0,MLB
BOS,0.549,1988,42.3601,-71.0589,Boston,Massachusetts,0,MLB
DET,0.543,1988,42.3314,-83.0458,Detroit,Michigan,0,MLB
MIL,0.537,1988,43.0389,-87.9065,Milwaukee,Wisconsin,0,MLB
TOR,0.537,1988,43.6511,-79.347,Toronto,Canada,0,MLB
CIN,0.537,1988,39.1031,-84.512,Cincinnati,Ohio,0,MLB
PIT,0.525,1988,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,MLB
NYY,0.525,1988,40.7128,-74.006,New York City,New York,0,MLB
KCR,0.519,1988,39.0997,-94.5786,Kansas City,Kansas,0,MLB
SDP,0.512,1988,32.7157,-117.1611,San Diego,California,0,MLB
SFG,0.512,1988,37.7749,-122.4194,San Francisco,California,0,MLB
HOU,0.506,1988,29.7604,-95.3698,Houston,Texas,0,MLB
MOE,0.5,1988,45.5089,-73.5617,Montreal,Canada,0,MLB
CLE,0.481,1988,41.4993,-81.6944,Cleveland,Ohio,0,MLB
CHC,0.475,1988,41.8781,-87.6298,Chicago,Illinois,0,MLB
STL,0.469,1988,38.627,-90.1994,St. Louis,Missouri,0,MLB
LAA,0.463,1988,34.0549,-118.2426,Los Angeles,California,0,MLB
CHW,0.438,1988,41.8781,-87.6298,Chicago,Illinois,0,MLB
TEX,0.432,1988,41.6528,-83.5379,Toledo,Ohio,0,MLB
SEA,0.42,1988,47.6062,-122.3321,Seattle,Washington,0,MLB
PHI,0.401,1988,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
ATL,0.333,1988,33.7488,-84.3877,Atlanta,Georgia,0,MLB
BAL,0.333,1988,39.2904,-76.6122,Baltimore,Maryland,0,MLB
OAK,0.611,1989,37.8044,-122.2712,Oakland,California,1,MLB
CHC,0.574,1989,41.8781,-87.6298,Chicago,Illinois,0,MLB
KCR,0.568,1989,39.0997,-94.5786,Kansas City,Kansas,0,MLB
SFG,0.568,1989,37.7749,-122.4194,San Francisco,California,0,MLB
LAA,0.562,1989,34.0549,-118.2426,Los Angeles,California,0,MLB
TOR,0.549,1989,43.6511,-79.347,Toronto,Canada,0,MLB
SDP,0.549,1989,32.7157,-117.1611,San Diego,California,0,MLB
BAL,0.537,1989,39.2904,-76.6122,Baltimore,Maryland,0,MLB
NYM,0.537,1989,40.7128,-74.006,New York City,New York,0,MLB
STL,0.531,1989,38.627,-90.1994,St. Louis,Missouri,0,MLB
HOU,0.531,1989,29.7604,-95.3698,Houston,Texas,0,MLB
TEX,0.512,1989,41.6528,-83.5379,Toledo,Ohio,0,MLB
BOS,0.512,1989,42.3601,-71.0589,Boston,Massachusetts,0,MLB
MIL,0.5,1989,43.0389,-87.9065,Milwaukee,Wisconsin,0,MLB
MOE,0.5,1989,45.5089,-73.5617,Montreal,Canada,0,MLB
MIN,0.494,1989,43.0389,-87.9065,Minneapolis,Minnesota,0,MLB
LAD,0.475,1989,34.0549,-118.2426,Los Angeles,California,0,MLB
CIN,0.463,1989,39.1031,-84.512,Cincinnati,Ohio,0,MLB
PIT,0.457,1989,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,MLB
NYY,0.457,1989,40.7128,-74.006,New York City,New York,0,MLB
CLE,0.451,1989,41.4993,-81.6944,Cleveland,Ohio,0,MLB
SEA,0.451,1989,47.6062,-122.3321,Seattle,Washington,0,MLB
CHW,0.426,1989,41.8781,-87.6298,Chicago,Illinois,0,MLB
PHI,0.414,1989,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
ATL,0.389,1989,33.7488,-84.3877,Atlanta,Georgia,0,MLB
DET,0.364,1989,42.3314,-83.0458,Detroit,Michigan,0,MLB
CIN,0.562,1990,39.1031,-84.512,Cincinnati,Ohio,1,MLB
OAK,0.636,1990,37.8044,-122.2712,Oakland,California,0,MLB
PIT,0.586,1990,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,MLB
CHW,0.58,1990,41.8781,-87.6298,Chicago,Illinois,0,MLB
NYM,0.562,1990,40.7128,-74.006,New York City,New York,0,MLB
BOS,0.543,1990,42.3601,-71.0589,Boston,Massachusetts,0,MLB
LAD,0.531,1990,34.0549,-118.2426,Los Angeles,California,0,MLB
TOR,0.531,1990,43.6511,-79.347,Toronto,Canada,0,MLB
SFG,0.525,1990,37.7749,-122.4194,San Francisco,California,0,MLB
MOE,0.525,1990,45.5089,-73.5617,Montreal,Canada,0,MLB
TEX,0.512,1990,41.6528,-83.5379,Toledo,Ohio,0,MLB
LAA,0.494,1990,34.0549,-118.2426,Los Angeles,California,0,MLB
DET,0.488,1990,42.3314,-83.0458,Detroit,Michigan,0,MLB
CHC,0.475,1990,41.8781,-87.6298,Chicago,Illinois,0,MLB
PHI,0.475,1990,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
SEA,0.475,1990,47.6062,-122.3321,Seattle,Washington,0,MLB
CLE,0.475,1990,41.4993,-81.6944,Cleveland,Ohio,0,MLB
BAL,0.469,1990,39.2904,-76.6122,Baltimore,Maryland,0,MLB
HOU,0.463,1990,29.7604,-95.3698,Houston,Texas,0,MLB
KCR,0.463,1990,39.0997,-94.5786,Kansas City,Kansas,0,MLB
SDP,0.463,1990,32.7157,-117.1611,San Diego,California,0,MLB
MIN,0.457,1990,43.0389,-87.9065,Minneapolis,Minnesota,0,MLB
MIL,0.457,1990,43.0389,-87.9065,Milwaukee,Wisconsin,0,MLB
STL,0.432,1990,38.627,-90.1994,St. Louis,Missouri,0,MLB
NYY,0.414,1990,40.7128,-74.006,New York City,New York,0,MLB
ATL,0.401,1990,33.7488,-84.3877,Atlanta,Georgia,0,MLB
MIN,0.586,1991,43.0389,-87.9065,Minneapolis,Minnesota,1,MLB
PIT,0.605,1991,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,MLB
ATL,0.58,1991,33.7488,-84.3877,Atlanta,Georgia,0,MLB
LAD,0.574,1991,34.0549,-118.2426,Los Angeles,California,0,MLB
TOR,0.562,1991,43.6511,-79.347,Toronto,Canada,0,MLB
CHW,0.537,1991,41.8781,-87.6298,Chicago,Illinois,0,MLB
TEX,0.525,1991,41.6528,-83.5379,Toledo,Ohio,0,MLB
SDP,0.519,1991,32.7157,-117.1611,San Diego,California,0,MLB
OAK,0.519,1991,37.8044,-122.2712,Oakland,California,0,MLB
BOS,0.519,1991,42.3601,-71.0589,Boston,Massachusetts,0,MLB
DET,0.519,1991,42.3314,-83.0458,Detroit,Michigan,0,MLB
STL,0.519,1991,38.627,-90.1994,St. Louis,Missouri,0,MLB
SEA,0.512,1991,47.6062,-122.3321,Seattle,Washington,0,MLB
MIL,0.512,1991,43.0389,-87.9065,Milwaukee,Wisconsin,0,MLB
KCR,0.506,1991,39.0997,-94.5786,Kansas City,Kansas,0,MLB
LAA,0.5,1991,34.0549,-118.2426,Los Angeles,California,0,MLB
PHI,0.481,1991,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
CHC,0.475,1991,41.8781,-87.6298,Chicago,Illinois,0,MLB
NYM,0.475,1991,40.7128,-74.006,New York City,New York,0,MLB
SFG,0.463,1991,37.7749,-122.4194,San Francisco,California,0,MLB
CIN,0.457,1991,39.1031,-84.512,Cincinnati,Ohio,0,MLB
MOE,0.438,1991,45.5089,-73.5617,Montreal,Canada,0,MLB
NYY,0.438,1991,40.7128,-74.006,New York City,New York,0,MLB
BAL,0.414,1991,39.2904,-76.6122,Baltimore,Maryland,0,MLB
HOU,0.401,1991,29.7604,-95.3698,Houston,Texas,0,MLB
CLE,0.352,1991,41.4993,-81.6944,Cleveland,Ohio,0,MLB
TOR,0.593,1992,43.6511,-79.347,Toronto,Canada,1,MLB
ATL,0.605,1992,33.7488,-84.3877,Atlanta,Georgia,0,MLB
OAK,0.593,1992,37.8044,-122.2712,Oakland,California,0,MLB
PIT,0.593,1992,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,MLB
MIL,0.568,1992,43.0389,-87.9065,Milwaukee,Wisconsin,0,MLB
CIN,0.556,1992,39.1031,-84.512,Cincinnati,Ohio,0,MLB
MIN,0.556,1992,43.0389,-87.9065,Minneapolis,Minnesota,0,MLB
BAL,0.549,1992,39.2904,-76.6122,Baltimore,Maryland,0,MLB
MOE,0.537,1992,45.5089,-73.5617,Montreal,Canada,0,MLB
CHW,0.531,1992,41.8781,-87.6298,Chicago,Illinois,0,MLB
STL,0.512,1992,38.627,-90.1994,St. Louis,Missouri,0,MLB
SDP,0.506,1992,32.7157,-117.1611,San Diego,California,0,MLB
HOU,0.5,1992,29.7604,-95.3698,Houston,Texas,0,MLB
CHC,0.481,1992,41.8781,-87.6298,Chicago,Illinois,0,MLB
TEX,0.475,1992,41.6528,-83.5379,Toledo,Ohio,0,MLB
NYY,0.469,1992,40.7128,-74.006,New York City,New York,0,MLB
CLE,0.469,1992,41.4993,-81.6944,Cleveland,Ohio,0,MLB
DET,0.463,1992,42.3314,-83.0458,Detroit,Michigan,0,MLB
BOS,0.451,1992,42.3601,-71.0589,Boston,Massachusetts,0,MLB
KCR,0.444,1992,39.0997,-94.5786,Kansas City,Kansas,0,MLB
NYM,0.444,1992,40.7128,-74.006,New York City,New York,0,MLB
SFG,0.444,1992,37.7749,-122.4194,San Francisco,California,0,MLB
LAA,0.444,1992,34.0549,-118.2426,Los Angeles,California,0,MLB
PHI,0.432,1992,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
SEA,0.395,1992,47.6062,-122.3321,Seattle,Washington,0,MLB
LAD,0.389,1992,34.0549,-118.2426,Los Angeles,California,0,MLB
TOR,0.586,1993,43.6511,-79.347,Toronto,Canada,1,MLB
ATL,0.642,1993,33.7488,-84.3877,Atlanta,Georgia,0,MLB
SFG,0.636,1993,37.7749,-122.4194,San Francisco,California,0,MLB
PHI,0.599,1993,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
MOE,0.58,1993,45.5089,-73.5617,Montreal,Canada,0,MLB
CHW,0.58,1993,41.8781,-87.6298,Chicago,Illinois,0,MLB
NYY,0.543,1993,40.7128,-74.006,New York City,New York,0,MLB
STL,0.537,1993,38.627,-90.1994,St. Louis,Missouri,0,MLB
TEX,0.531,1993,41.6528,-83.5379,Toledo,Ohio,0,MLB
BAL,0.525,1993,39.2904,-76.6122,Baltimore,Maryland,0,MLB
HOU,0.525,1993,29.7604,-95.3698,Houston,Texas,0,MLB
DET,0.525,1993,42.3314,-83.0458,Detroit,Michigan,0,MLB
CHC,0.519,1993,41.8781,-87.6298,Chicago,Illinois,0,MLB
KCR,0.519,1993,39.0997,-94.5786,Kansas City,Kansas,0,MLB
SEA,0.506,1993,47.6062,-122.3321,Seattle,Washington,0,MLB
LAD,0.5,1993,34.0549,-118.2426,Los Angeles,California,0,MLB
BOS,0.494,1993,42.3601,-71.0589,Boston,Massachusetts,0,MLB
CLE,0.469,1993,41.4993,-81.6944,Cleveland,Ohio,0,MLB
PIT,0.463,1993,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,MLB
CIN,0.451,1993,39.1031,-84.512,Cincinnati,Ohio,0,MLB
LAA,0.438,1993,34.0549,-118.2426,Los Angeles,California,0,MLB
MIN,0.438,1993,43.0389,-87.9065,Minneapolis,Minnesota,0,MLB
MIL,0.426,1993,43.0389,-87.9065,Milwaukee,Wisconsin,0,MLB
OAK,0.42,1993,37.8044,-122.2712,Oakland,California,0,MLB
COL,0.414,1993,39.7392,-104.9903,Denver,Colorado,0,MLB
MIA,0.395,1993,25.7617,-80.1918,Miami,Florida,0,MLB
SDP,0.377,1993,32.7157,-117.1611,San Diego,California,0,MLB
NYM,0.364,1993,40.7128,-74.006,New York City,New York,0,MLB
MOE,0.632,1994,45.5089,-73.5617,Montreal,Canada,0,MLB
NYY,0.598,1994,40.7128,-74.006,New York City,New York,0,MLB
ATL,0.581,1994,33.7488,-84.3877,Atlanta,Georgia,0,MLB
CHW,0.573,1994,41.8781,-87.6298,Chicago,Illinois,0,MLB
HOU,0.564,1994,29.7604,-95.3698,Houston,Texas,0,MLB
CLE,0.564,1994,41.4993,-81.6944,Cleveland,Ohio,0,MLB
CIN,0.564,1994,39.1031,-84.512,Cincinnati,Ohio,0,MLB
KCR,0.547,1994,39.0997,-94.5786,Kansas City,Kansas,0,MLB
BAL,0.538,1994,39.2904,-76.6122,Baltimore,Maryland,0,MLB
LAD,0.496,1994,34.0549,-118.2426,Los Angeles,California,0,MLB
SFG,0.47,1994,37.7749,-122.4194,San Francisco,California,0,MLB
TOR,0.47,1994,43.6511,-79.347,Toronto,Canada,0,MLB
NYM,0.47,1994,40.7128,-74.006,New York City,New York,0,MLB
BOS,0.462,1994,42.3601,-71.0589,Boston,Massachusetts,0,MLB
PHI,0.462,1994,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
MIN,0.453,1994,43.0389,-87.9065,Minneapolis,Minnesota,0,MLB
MIL,0.453,1994,43.0389,-87.9065,Milwaukee,Wisconsin,0,MLB
DET,0.453,1994,42.3314,-83.0458,Detroit,Michigan,0,MLB
STL,0.453,1994,38.627,-90.1994,St. Louis,Missouri,0,MLB
PIT,0.453,1994,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,MLB
COL,0.453,1994,39.7392,-104.9903,Denver,Colorado,0,MLB
TEX,0.444,1994,41.6528,-83.5379,Toledo,Ohio,0,MLB
OAK,0.436,1994,37.8044,-122.2712,Oakland,California,0,MLB
MIA,0.436,1994,25.7617,-80.1918,Miami,Florida,0,MLB
SEA,0.419,1994,47.6062,-122.3321,Seattle,Washington,0,MLB
CHC,0.419,1994,41.8781,-87.6298,Chicago,Illinois,0,MLB
SDP,0.402,1994,32.7157,-117.1611,San Diego,California,0,MLB
LAA,0.402,1994,34.0549,-118.2426,Los Angeles,California,0,MLB
ATL,0.621,1995,33.7488,-84.3877,Atlanta,Georgia,1,MLB
CLE,0.69,1995,41.4993,-81.6944,Cleveland,Ohio,0,MLB
BOS,0.593,1995,42.3601,-71.0589,Boston,Massachusetts,0,MLB
CIN,0.586,1995,39.1031,-84.512,Cincinnati,Ohio,0,MLB
SEA,0.545,1995,47.6062,-122.3321,Seattle,Washington,0,MLB
NYY,0.545,1995,40.7128,-74.006,New York City,New York,0,MLB
LAD,0.538,1995,34.0549,-118.2426,Los Angeles,California,0,MLB
LAA,0.538,1995,34.0549,-118.2426,Los Angeles,California,0,MLB
COL,0.531,1995,39.7392,-104.9903,Denver,Colorado,0,MLB
HOU,0.524,1995,29.7604,-95.3698,Houston,Texas,0,MLB
TEX,0.51,1995,41.6528,-83.5379,Toledo,Ohio,0,MLB
CHC,0.503,1995,41.8781,-87.6298,Chicago,Illinois,0,MLB
BAL,0.49,1995,39.2904,-76.6122,Baltimore,Maryland,0,MLB
SDP,0.483,1995,32.7157,-117.1611,San Diego,California,0,MLB
KCR,0.483,1995,39.0997,-94.5786,Kansas City,Kansas,0,MLB
NYM,0.476,1995,40.7128,-74.006,New York City,New York,0,MLB
PHI,0.476,1995,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLB
CHW,0.469,1995,41.8781,-87.6298,Chicago,Illinois,0,MLB
SFG,0.462,1995,37.7749,-122.4194,San Francisco,California,0,MLB
OAK,0.462,1995,37.8044,-122.2712,Oakland,California,0,MLB
MIA,0.462,1995,25.7617,-80.1918,Miami,Florida,0,MLB
MOE,0.455,1995,45.5089,-73.5617,Montreal,Canada,0,MLB
MIL,0.448,1995,43.0389,-87.9065,Milwaukee,Wisconsin,0,MLB
STL,0.428,1995,38.627,-90.1994,St. Louis,Missouri,0,MLB
